Car Details,Car Price,Car Name
"CaracterísticasCHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2017Quilometragem104933Potência do motor1.4CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorPrataPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$49.900,
"CaracterísticasFORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloFORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.MarcaFORDAno2019Quilometragem72000Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionado",R$159.900,
"CaracterísticasPEUGEOT 2008 ALLURE PACK 1.6 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 2008 ALLURE PACK 1.6 FLEX 16V AUT.MarcaPEUGEOTTipo de veículoSUVAno2022Quilometragem44932Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$73.750,
"CaracterísticasFIAT STRADA ENDURANCE 1.4 FLEX 8V CCategoriaCarros, vans e utilitáriosModeloFIAT STRADA ENDURANCE 1.4 FLEX 8V CMarcaFIATTipo de veículoPick-upAno2022Quilometragem48536Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétrica",R$75.990,
"CaracterísticasVOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUTMarcaVOLKSWAGENTipo de veículoPasseioAno2020Quilometragem50045CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa4Ver OpcionaisOpcionaisAlarmeAr condicionadoVidro elétrico",R$109.900,
"CaracterísticasVOLKSWAGEN GOL 1000 MI PLUS 8V 2P E 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL 1000 MI PLUS 8V 2P E 4PMarcaVOLKSWAGENTipo de veículoHatchAno1997Quilometragem200000Potência do motor1.0CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa5Tipo de direçãoMecânica",R$9.000,
"CaracterísticasJEEP COMPASS LONG. T270 1.3 TB 4X2 FLEX AUTCategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONG. T270 1.3 TB 4X2 FLEX AUTMarcaJEEPTipo de veículoSUVAno2022Quilometragem12314Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$151.090,
"CaracterísticasCITROEN C4 CACTUS C-SERIES 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloCITROEN C4 CACTUS C-SERIES 1.6 16V FLEX AUTMarcaCITROENTipo de veículoSUVAno2022Quilometragem40000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAr condicionadoTrava elétricaVidro elétrico",R$80.990,
"CaracterísticasCHEVROLET CHEVETTE L / SL / SL/E / DL / SE 1.6CategoriaCarros, vans e utilitáriosModeloCHEVROLET CHEVETTE L / SL / SL/E / DL / SE 1.6MarcaCHEVROLETTipo de veículoSedãAno1985Quilometragem65231Potência do motor1.6CâmbioAutomáticoCorPrataPortas2 portasFinal de placa1Possui Kit GNVNãoVer OpcionaisOpcionaisAr condicionadoSom",R$49.000,
"CaracterísticasRENAULT DUSTERCategoriaCarros, vans e utilitáriosModeloRENAULT DUSTERMarcaRENAULTAno2017Quilometragem48541Potência do motor2.0 - 2.9CâmbioManualCorBrancoPortas4 portasFinal de placa7Possui Kit GNVSim",R$74.900,
"CaracterísticasJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.MarcaJEEPAno2021Quilometragem67000Potência do motor1.7CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa6Tipo de direçãoMecânica",R$93.997,
"CaracterísticasFIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5PMarcaFIATAno2014Quilometragem137000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa2Tipo de direçãoMecânica",R$29.900,
"CaracterísticasMITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 MEC.CategoriaCarros, vans e utilitáriosModeloMITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 MEC.MarcaMITSUBISHITipo de veículoSUVAno2012Quilometragem66283Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$54.900,
"CaracterísticasTOYOTA 1.8 GLI UPPER 16V FLEX 4P AUTOMATICOCategoriaCarros, vans e utilitáriosModeloTOYOTA 1.8 GLI UPPER 16V FLEX 4P AUTOMATICOMarcaTOYOTATipo de veículoSedãAno2016Quilometragem105000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réTrava elétricaVidro elétrico",R$80.900,
"CaracterísticasFORD FIESTA SE 1.6 16V FLEX 5PCategoriaCarros, vans e utilitáriosModeloFORD FIESTA SE 1.6 16V FLEX 5PMarcaFORDTipo de veículoHatchAno2017Quilometragem88277CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$55.900,
"CaracterísticasJEEP COMPASS SPORT T270 1.3 TB 4X2 FLEX AUTCategoriaCarros, vans e utilitáriosModeloJEEP COMPASS SPORT T270 1.3 TB 4X2 FLEX AUTMarcaJEEPTipo de veículoSUVAno2022Quilometragem37400Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVerdePortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$129.990,
"CaracterísticasCHEVROLET S10 PICK-UP LTZ 2.4 F.POWER 4X2 CDCategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 PICK-UP LTZ 2.4 F.POWER 4X2 CDMarcaCHEVROLETTipo de veículoPick-upAno2014Quilometragem168000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$100.000,
"CaracterísticasCITROEN FEEL 1.0 FLEX 6V 5P MEC.CategoriaCarros, vans e utilitáriosModeloCITROEN FEEL 1.0 FLEX 6V 5P MEC.MarcaCITROENTipo de veículoHatchAno2023Quilometragem19173Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$66.990,
"CaracterísticasNISSAN FRONTIER SE CD 4X4 2.3 BI-TB DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN FRONTIER SE CD 4X4 2.3 BI-TB DIESEL AUT.MarcaNISSANTipo de veículoPick-upAno2023Quilometragem11657Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$224.990,
"CaracterísticasAUDI RS4 2.9 AVANT V6 TFSI QUATTRO TIPTRONICCategoriaCarros, vans e utilitáriosModeloAUDI RS4 2.9 AVANT V6 TFSI QUATTRO TIPTRONICMarcaAUDIAno2019Quilometragem14000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorAzulPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoAr condicionadoCâmera de réSensor de réTrava elétrica",R$459.900,
"CaracterísticasHYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.MarcaHYUNDAIAno2018Quilometragem54000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$63.900,
"CaracterísticasRENAULT SANDERO EXPRESSION FLEX 1.6 16V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT SANDERO EXPRESSION FLEX 1.6 16V 5PMarcaRENAULTTipo de veículoHatchAno2018Quilometragem93000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$40.500,
"CaracterísticasHONDA FIT TWIST 1.5 FLEX 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloHONDA FIT TWIST 1.5 FLEX 16V 5P AUT.MarcaHONDATipo de veículoPasseioAno2014Quilometragem136000Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$51.900,
"CaracterísticasVOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.MarcaVOLKSWAGENTipo de veículoHatchAno2020Quilometragem39700Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$83.500,
"CaracterísticasLAND ROVER RANGE ROVER EVOQUE SI4 SE 2.0 AUT. 5PCategoriaCarros, vans e utilitáriosModeloLAND ROVER RANGE ROVER EVOQUE SI4 SE 2.0 AUT. 5PMarcaLAND ROVERTipo de veículoPasseioAno2018Quilometragem60545Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétrica",R$151.900,
"CaracterísticasFIAT FREEMONT 2.4 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloFIAT FREEMONT 2.4 16V 5P AUT.MarcaFIATTipo de veículoSUVAno2012Quilometragem1Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVSimCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$45.900,
"CaracterísticasMITSUBISHI ASX 2.0 16V 4X4 160CV AUT.CategoriaCarros, vans e utilitáriosModeloMITSUBISHI ASX 2.0 16V 4X4 160CV AUT.MarcaMITSUBISHIAno2016Quilometragem138000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réTrava elétrica",R$77.900,
"CaracterísticasJEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.MarcaJEEPAno2020Quilometragem66584Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétrica",R$125.900,
"CaracterísticasTOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.MarcaTOYOTATipo de veículoSedãAno2011Quilometragem170000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$56.500,
"CaracterísticasFIAT ARGO DRIVE 1.0 6V FLEXCategoriaCarros, vans e utilitáriosModeloFIAT ARGO DRIVE 1.0 6V FLEXMarcaFIATAno2022Quilometragem41000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$61.900,
"CaracterísticasMITSUBISHI OUTLANDER SPORT HPE 4X4 2.0 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloMITSUBISHI OUTLANDER SPORT HPE 4X4 2.0 16V FLEX AUTMarcaMITSUBISHITipo de veículoSUVAno2021Quilometragem7000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$143.970,
"CaracterísticasMITSUBISHI PAJERO DAKAR 3.2 4X4 T.I. DIES. 5P AUT.CategoriaCarros, vans e utilitáriosModeloMITSUBISHI PAJERO DAKAR 3.2 4X4 T.I. DIES. 5P AUT.MarcaMITSUBISHITipo de veículoPick-upAno2012Quilometragem170000CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa1Tipo de direçãoHidráulica",R$104.800,
"CaracterísticasFIAT BRAVO T-JET 1.4 16V TURBO 5PCategoriaCarros, vans e utilitáriosModeloFIAT BRAVO T-JET 1.4 16V TURBO 5PMarcaFIATTipo de veículoHatchAno2012Quilometragem160000Potência do motor1.4CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$42.500,
"CaracterísticasNISSAN FRONTIER XE CD 4X2 2.5 TB DIESELCategoriaCarros, vans e utilitáriosModeloNISSAN FRONTIER XE CD 4X2 2.5 TB DIESELMarcaNISSANTipo de veículoPick-upAno2010Quilometragem204000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$59.900,
"CaracterísticasFIAT CRONOS PRECISION 1.8 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloFIAT CRONOS PRECISION 1.8 16V FLEX AUT.MarcaFIATTipo de veículoPasseioAno2021Quilometragem52885CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa8Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$90.760,
"CaracterísticasCHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.MarcaCHEVROLETTipo de veículoPasseioAno2020Quilometragem17014CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa4Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$107.820,
"CaracterísticasVOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.MarcaVOLKSWAGENAno2022Quilometragem25390Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico",R$86.900,
"CaracterísticasMITSUBISHI HPE 1.5 16V 165CV AUTCategoriaCarros, vans e utilitáriosModeloMITSUBISHI HPE 1.5 16V 165CV AUTMarcaMITSUBISHITipo de veículoSUVAno2023Quilometragem44655Potência do motor1.5CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$159.290,
"CaracterísticasNISSAN KICKS SENSE 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloNISSAN KICKS SENSE 1.6 16V FLEX AUTMarcaNISSANTipo de veículoSUVAno2022Quilometragem41223Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de ré",R$98.690,
"CaracterísticasHYUNDAI CRETA PULSE 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA PULSE 1.6 16V FLEX AUT.MarcaHYUNDAITipo de veículoSUVAno2017Quilometragem78000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$80.990,
"CaracterísticasJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2021Quilometragem48135Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$88.990,
"CaracterísticasFIAT CRONOS 1.3 8V FLEXCategoriaCarros, vans e utilitáriosModeloFIAT CRONOS 1.3 8V FLEXMarcaFIATTipo de veículoPasseioAno2022Quilometragem49317CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAir bagAir bagAr condicionadoTrava elétricaVidro elétrico",R$72.050,
"CaracterísticasVOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUTMarcaVOLKSWAGENTipo de veículoSUVAno2020Quilometragem68747Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de ré",R$105.090,
"CaracterísticasFIAT 500 CULT 1.4 FLEX 8V EVO MEC.CategoriaCarros, vans e utilitáriosModeloFIAT 500 CULT 1.4 FLEX 8V EVO MEC.MarcaFIATTipo de veículoHatchAno2013Quilometragem107545Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$49.900,
"CaracterísticasCHEVROLET HATCH 1.0 12V TB FLEX 5P AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET HATCH 1.0 12V TB FLEX 5P AUTMarcaCHEVROLETTipo de veículoHatchAno2019Quilometragem100000Potência do motor1.0CombustívelFlexPossui Kit GNVSimCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoElétrica",R$600,
"CaracterísticasFORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5PCategoriaCarros, vans e utilitáriosModeloFORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5PMarcaFORDTipo de veículoHatchAno2008Quilometragem209256CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$21.991,
"CaracterísticasJEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.MarcaJEEPTipo de veículoSUVAno2019Quilometragem35000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$146.500,
"CaracterísticasVOLKSWAGEN VOYAGE 1.6 MSI FLEX 16V 4P AUTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VOYAGE 1.6 MSI FLEX 16V 4P AUTMarcaVOLKSWAGENTipo de veículoSedãAno2021Quilometragem14000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$69.990,
"CaracterísticasHYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.MarcaHYUNDAITipo de veículoSUVAno2019Quilometragem52000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomVidro elétrico",R$92.000,
"CaracterísticasFORD F-100 2.3CategoriaCarros, vans e utilitáriosModeloFORD F-100 2.3MarcaFORDTipo de veículoPick-upAno1984Quilometragem0Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualPortas2 portasTipo de direçãoHidráulica",R$40.000,
"CaracterísticasFORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5PCategoriaCarros, vans e utilitáriosModeloFORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5PMarcaFORDTipo de veículoHatchAno2014Quilometragem100Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$47.000,
"CaracterísticasVOLKSWAGEN AMAROK TRENDLINE CD 2.0 16V TDI 4X4 DIESCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN AMAROK TRENDLINE CD 2.0 16V TDI 4X4 DIESMarcaVOLKSWAGENTipo de veículoPick-upAno2014Quilometragem157000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas2 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$85.000,
"CaracterísticasNISSAN LIVINA S 1.8 16V FLEX FUEL AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN LIVINA S 1.8 16V FLEX FUEL AUT.MarcaNISSANTipo de veículoSUVAno2014Quilometragem92000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$38.000,
