Titre,motclé,tag,tag1,date,upper,information,information7,information8,information9,tag12
"

                              7 410 €  ","VOLKSWAGEN
JETTA
1.4",VOLKSWAGEN,JETTA, 13/02/2023, RUSSIE,ESSENCE,172 000 KM,2011,MANUELLE,1.4
,"VOLKSWAGEN
LT
2.5",VOLKSWAGEN,LT, 13/02/2023, RUSSIE,DIESEL,107 000 KM,2001,MANUELLE,2.5
,"VOLKSWAGEN
TOUAREG
V6 3.0",VOLKSWAGEN,TOUAREG, 13/02/2023, RUSSIE,DIESEL,52 000 KM,2018,AUTOMATIQUE,V6 3.0
"

                              34 783 €  ","VOLKSWAGEN
TIGUAN
1.4",VOLKSWAGEN,TIGUAN, 13/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.4
,"SSANGYONG
KORANDO
2.0",SSANGYONG,KORANDO, 14/02/2023, RUSSIE,DIESEL,190 000 KM,2012,AUTOMATIQUE,2.0
"

                              44 865 €  ","LEXUS
RX 450HV6 3.5",LEXUS,RX 450HV6 3.5, 14/02/2023, RUSSIE,HYBRIDE,106 002 KM,2016,AUTOMATIQUE,RX 450H
"

                              39 118 €  ","MAZDA
6
2.5",MAZDA,6, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
,"FORD
FOCUS
1.6",FORD,FOCUS, 14/02/2023, RUSSIE,ESSENCE,30 000 KM,2011,MANUELLE,1.6
"

                              8 015 €  ","VOLKSWAGEN
POLO
1.6",VOLKSWAGEN,POLO, 14/02/2023, RUSSIE,ESSENCE,200 000 KM,2013,AUTOMATIQUE,1.6
"

                              29 742 €  ","KIA
SPORTAGE
2.4PREMIUM4X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,40 000 KM,2019,AUTOMATIQUE,2.4
,"KIA
SPORTAGE
1.64X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
"

                              32 262 €  ","KIA
K5",KIA,K5, 14/02/2023, RUSSIE,ESSENCE,21 107 KM,2021,AUTOMATIQUE,
"

                              13 107 €  ","KIA
OPTIMA
2.4",KIA,OPTIMA, 14/02/2023, RUSSIE,ESSENCE,30 000 KM,2013,AUTOMATIQUE,2.4
,"KIA
SELTOS",KIA,SELTOS, 14/02/2023, RUSSIE,ESSENCE,10 500 KM,2020,AUTOMATIQUE,
,"KIA
SORENTO
2.2",KIA,SORENTO, 14/02/2023, RUSSIE,DIESEL,122 000 KM,2018,AUTOMATIQUE,2.2
"

                              31 506 €  ","KIA
SPORTAGE
2.04X2",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,218 KM,2023,AUTOMATIQUE,2.0
"

                              2 319 €  ","KIA
RIO
1.5",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,200 000 KM,2004,MANUELLE,1.5
"

                              29 994 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,9 800 KM,2021,AUTOMATIQUE,2.0
"

                              26 001 €  ","KIA
SOUL
2.0",KIA,SOUL, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              24 347 €  ","KIA
SELTOS",KIA,SELTOS, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,
"

                              13 611 €  ","KIA
CEED
1.6",KIA,CEED, 14/02/2023, RUSSIE,ESSENCE,108 000 KM,2017,AUTOMATIQUE,1.6
"

                              27 010 €  ","KIA
SOUL
2.0",KIA,SOUL, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              3 015 €  ","KIA
PICANTO
1.0",KIA,PICANTO, 14/02/2023, RUSSIE,ESSENCE,193 528 KM,2007,MANUELLE,1.0
,"KIA
SPORTAGE
2.0",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,51 218 KM,2019,AUTOMATIQUE,2.0
,"KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,30 000 KM,2021,MANUELLE,2.0
"

                              37 092 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"KIA
RIO
1.6X LINE",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,70 000 KM,2019,MANUELLE,1.6
"

                              29 237 €  ","KIA
SELTOS",KIA,SELTOS, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,
"

                              22 741 €  ","KIA
OPTIMA
2.4",KIA,OPTIMA, 14/02/2023, RUSSIE,ESSENCE,45 555 KM,2017,AUTOMATIQUE,2.4
"

                              31 263 €  ","KIA
K5
2.0",KIA,K5, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
,"KIA
SORENTO
2.5EX",KIA,SORENTO, 14/02/2023, RUSSIE,DIESEL,240 000 KM,2002,MANUELLE,2.5
"

                              6 049 €  ","KIA
CEED
1.6",KIA,CEED, 14/02/2023, RUSSIE,DIESEL,267 300 KM,2007,MANUELLE,1.6
"

                              26 212 €  ","KIA
SELTOS",KIA,SELTOS, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,
,"KIA
RIO
1.4PREMIUM",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,213 358 KM,2011,AUTOMATIQUE,1.4
"

                              28 229 €  ","KIA
SELTOS",KIA,SELTOS, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,
"

                              22 542 €  ","KIA
RIO
1.6",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
"

                              35 791 €  ","KIA
SELTOS",KIA,SELTOS, 14/02/2023, RUSSIE,ESSENCE,29 481 KM,2021,AUTOMATIQUE,
"

                              22 130 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,13 000 KM,2016,AUTOMATIQUE,2.0
"

                              10 082 €  ","KIA
RIO
1.4",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,60 000 KM,2015,MANUELLE,1.4
"

                              23 147 €  ","KIA
RIO
1.6",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
"

                              15 627 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,143 000 KM,2014,MANUELLE,2.0
"

                              13 812 €  ","KIA
CEED
1.6",KIA,CEED, 14/02/2023, RUSSIE,ESSENCE,126 000 KM,2017,AUTOMATIQUE,1.6
,"KIA
SPORTAGE
1.64X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
"

                              47 285 €  ","KIA
SORENTO
2.5",KIA,SORENTO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              22 685 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,DIESEL,32 058 KM,2017,AUTOMATIQUE,2.0
"

                              16 383 €  ","KIA
CEED
GT1.6GT",KIA,CEED, 14/02/2023, RUSSIE,ESSENCE,58 000 KM,2020,AUTOMATIQUE,GT
,"KIA
SPORTAGE
1.64X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
"

                              41 477 €  ","KIA
SPORTAGE
1.64X4",KIA,SPORTAGE, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
"

                              22 139 €  ","KIA
RIO
1.6",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,MANUELLE,1.6
"

                              24 155 €  ","KIA
RIO
1.6",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
,"KIA
CEED
1.6PREMIUM",KIA,CEED, 14/02/2023, RUSSIE,ESSENCE,152 000 KM,2013,AUTOMATIQUE,1.6
"

                              19 862 €  ","KIA
CERATO
2.0",KIA,CERATO, 14/02/2023, RUSSIE,ESSENCE,135 000 KM,2019,AUTOMATIQUE,2.0
,"KIA
SORENTO
2.5",KIA,SORENTO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              22 542 €  ","KIA
RIO
1.6",KIA,RIO, 14/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.6
"

                              12 653 €  ","KIA
SOUL
1.6",KIA,SOUL, 14/02/2023, RUSSIE,ESSENCE,69 723 KM,2014,AUTOMATIQUE,1.6
,"GAZ
GAZELLE",GAZ,GAZELLE, 15/02/2023, RUSSIE,ESSENCE,150 000 KM,1998,MANUELLE,
,"MERCEDES
EQS",MERCEDES,EQS, 15/02/2023, RUSSIE,ELECTRIQUE,47 KM,2022,AUTOMATIQUE,
"

                              4 537 €  ","TOYOTA
PASSO
1.0",TOYOTA,PASSO, 15/02/2023, RUSSIE,ESSENCE,15 000 KM,2009,AUTOMATIQUE,1.0
,"TOYOTA
LITE ACE
1.8",TOYOTA,LITE ACE, 15/02/2023, RUSSIE,ESSENCE,34 167 KM,2001,AUTOMATIQUE,1.8
,"TOYOTA
HIACE
3.0",TOYOTA,HIACE, 15/02/2023, RUSSIE,DIESEL,503 000 KM,2000,MANUELLE,3.0
,"TOYOTA
AVENSIS
2.0",TOYOTA,AVENSIS, 15/02/2023, RUSSIE,ESSENCE,354 000 KM,2005,AUTOMATIQUE,2.0
,"TOYOTA
YARIS
1.0",TOYOTA,YARIS, 15/02/2023, RUSSIE,ESSENCE,70 000 KM,2019,AUTOMATIQUE,1.0
,"TOYOTA
YARIS
1.5",TOYOTA,YARIS, 15/02/2023, RUSSIE,ESSENCE,72 500 KM,2009,AUTOMATIQUE,1.5
"

                              7 309 €  ","TOYOTA
AVENSIS
1.8",TOYOTA,AVENSIS, 15/02/2023, RUSSIE,ESSENCE,214 000 KM,2006,MANUELLE,1.8
,"TOYOTA
CAMRY
2.4",TOYOTA,CAMRY, 15/02/2023, RUSSIE,ESSENCE,148 000 KM,2003,AUTOMATIQUE,2.4
,"TOYOTA
CAMRY
2.0",TOYOTA,CAMRY, 15/02/2023, RUSSIE,ESSENCE,12 000 KM,1994,AUTOMATIQUE,2.0
,"TOYOTA
COROLLA
1.3",TOYOTA,COROLLA, 15/02/2023, RUSSIE,ESSENCE,380 000 KM,2000,AUTOMATIQUE,1.3
,"TOYOTA
CAMRY
1.8",TOYOTA,CAMRY, 15/02/2023, RUSSIE,ESSENCE,300 000 KM,1986,AUTOMATIQUE,1.8
,"TOYOTA
CARINA
2.0",TOYOTA,CARINA, 15/02/2023, RUSSIE,ESSENCE,333 333 KM,1995,MANUELLE,2.0
,"TOYOTA
VOXY
2.0",TOYOTA,VOXY, 15/02/2023, RUSSIE,ESSENCE,180 000 KM,2007,AUTOMATIQUE,2.0
"

                              10 586 €  ","TOYOTA
WISH
1.8",TOYOTA,WISH, 15/02/2023, RUSSIE,ESSENCE,190 000 KM,2011,AUTOMATIQUE,1.8
"

                              11 090 €  ","HUMMER
H2
V8 6.0",HUMMER,H2, 16/02/2023, RUSSIE,ESSENCE,187 000 KM,2005,AUTOMATIQUE,V8 6.0
,"BMW
X5
40D3.0",BMW,X5, 16/02/2023, RUSSIE,DIESEL,67 000 KM,2020,AUTOMATIQUE,40D
,"VOLKSWAGEN
TRANSPORTER
1.9",VOLKSWAGEN,TRANSPORTER, 16/02/2023, RUSSIE,DIESEL,357 000 KM,1997,MANUELLE,1.9
,"MITSUBISHI
MONTERO
V6 3.0ES SPORT",MITSUBISHI,MONTERO, 17/02/2023, RUSSIE,ESSENCE,220 000 KM,2001,AUTOMATIQUE,V6 3.0
"

                              32 756 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,53 450 KM,2021,AUTOMATIQUE,2.5
,"TOYOTA
PRADO
2.8",TOYOTA,PRADO, 17/02/2023, RUSSIE,DIESEL,91 000 KM,2016,AUTOMATIQUE,2.8
"

                              34 783 €  ","MAZDA
2
2.0",MAZDA,2, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              25 205 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,-,45 000 KM,2017,AUTOMATIQUE,2.5
,"TOYOTA
COROLLA
2.0",TOYOTA,COROLLA, 17/02/2023, RUSSIE,ESSENCE,31 138 KM,2019,AUTOMATIQUE,2.0
"

                              24 701 €  ","TOYOTA
HARRIER
2.5",TOYOTA,HARRIER, 17/02/2023, RUSSIE,-,149 000 KM,2014,AUTOMATIQUE,2.5
,"TOYOTA
LAND CRUISER
4.2",TOYOTA,LAND CRUISER, 17/02/2023, RUSSIE,DIESEL,180 000 KM,2001,MANUELLE,4.2
"

                              25 195 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,91 000 KM,2018,AUTOMATIQUE,2.5
"

                              40 227 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"TOYOTA
AVALON
2.5",TOYOTA,AVALON, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              35 791 €  ","TOYOTA
SEQUOIA
V8 5.7",TOYOTA,SEQUOIA, 17/02/2023, RUSSIE,ESSENCE,388 000 KM,2011,AUTOMATIQUE,V8 5.7
"

                              41 235 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              44 865 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              38 312 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"TOYOTA
HILUX
V6 3.0",TOYOTA,HILUX, 17/02/2023, RUSSIE,DIESEL,133 500 KM,2014,AUTOMATIQUE,V6 3.0
"

                              32 262 €  ","TOYOTA
4RUNNER",TOYOTA,4RUNNER, 17/02/2023, RUSSIE,ESSENCE,28 000 KM,2010,AUTOMATIQUE,
"

                              39 723 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              37 404 €  ","TOYOTA
HIGHLANDER
V6 3.5",TOYOTA,HIGHLANDER, 17/02/2023, RUSSIE,ESSENCE,178 538 KM,2019,AUTOMATIQUE,V6 3.5
"

                              39 723 €  ","TOYOTA
AVALON
2.5",TOYOTA,AVALON, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              39 723 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
,"TOYOTA
CAMRY
V6 3.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,40 000 KM,2019,AUTOMATIQUE,V6 3.5
"

                              36 295 €  ","TOYOTA
PRADO
3.0",TOYOTA,PRADO, 17/02/2023, RUSSIE,DIESEL,184 000 KM,2015,AUTOMATIQUE,3.0
"

                              35 287 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              34 178 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,23 000 KM,2021,AUTOMATIQUE,2.5
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 17/02/2023, RUSSIE,DIESEL,234 022 KM,2012,AUTOMATIQUE,
"

                              31 254 €  ","TOYOTA
CROWN
2.5",TOYOTA,CROWN, 17/02/2023, RUSSIE,-,89 119 KM,2018,AUTOMATIQUE,2.5
,"TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,140 600 KM,2011,MANUELLE,2.0
"

                              12 703 €  ","TOYOTA
COROLLA AXIO
1.5",TOYOTA,COROLLA AXIO, 17/02/2023, RUSSIE,ESSENCE,56 000 KM,2013,AUTOMATIQUE,1.5
"

                              12 603 €  ","TOYOTA
PRIUS
1.8",TOYOTA,PRIUS, 17/02/2023, RUSSIE,HYBRIDE,172 000 KM,2012,AUTOMATIQUE,1.8
,"TOYOTA
PRADO
2.8",TOYOTA,PRADO, 17/02/2023, RUSSIE,DIESEL,134 700 KM,2016,AUTOMATIQUE,2.8
"

                              60 290 €  ","TOYOTA
PROACE
2.0",TOYOTA,PROACE, 17/02/2023, RUSSIE,DIESEL,4 500 KM,2022,AUTOMATIQUE,2.0
"

                              50 400 €  ","TOYOTA
4RUNNER",TOYOTA,4RUNNER, 17/02/2023, RUSSIE,ESSENCE,19 110 KM,2019,AUTOMATIQUE,
"

                              49 402 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 KM,2021,AUTOMATIQUE,2.5
,"TOYOTA
AVALON
2.5",TOYOTA,AVALON, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
"

                              46 276 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              44 361 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              43 756 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              46 276 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              50 410 €  ","TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 17/02/2023, RUSSIE,DIESEL,120 000 KM,2015,AUTOMATIQUE,
"

                              46 357 €  ","TOYOTA
PRADO
2.8",TOYOTA,PRADO, 17/02/2023, RUSSIE,DIESEL,71 000 KM,2018,AUTOMATIQUE,2.8
"

                              42 849 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              39 824 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 17/02/2023, RUSSIE,DIESEL,240 000 KM,2014,AUTOMATIQUE,
"

                              45 167 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              41 235 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              42 849 €  ","TOYOTA
RAV4
2.5",TOYOTA,RAV4, 17/02/2023, RUSSIE,ESSENCE,59 964 KM,2021,AUTOMATIQUE,2.5
"

                              80 636 €  ","TOYOTA
PRADO",TOYOTA,PRADO, 17/02/2023, RUSSIE,ESSENCE,11 KM,2022,AUTOMATIQUE,
"

                              73 095 €  ","TOYOTA
PRADO
2.8",TOYOTA,PRADO, 17/02/2023, RUSSIE,DIESEL,10 KM,2022,AUTOMATIQUE,2.8
,"TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,10 346 KM,2021,AUTOMATIQUE,2.5
"

                              20 164 €  ","TOYOTA
HIGHLANDER
V6 3.5",TOYOTA,HIGHLANDER, 17/02/2023, RUSSIE,ESSENCE,255 000 KM,2013,AUTOMATIQUE,V6 3.5
"

                              17 996 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,190 000 KM,2015,AUTOMATIQUE,2.5
"

                              18 148 €  ","TOYOTA
PRADO
2.7",TOYOTA,PRADO, 17/02/2023, RUSSIE,ESSENCE,310 000 KM,2005,AUTOMATIQUE,2.7
,"TOYOTA
ESTIMA
V6 2.4",TOYOTA,ESTIMA, 17/02/2023, RUSSIE,ESSENCE,205 000 KM,2012,AUTOMATIQUE,V6 2.4
,"TOYOTA
PRADO",TOYOTA,PRADO, 17/02/2023, RUSSIE,ESSENCE,335 000 KM,2008,AUTOMATIQUE,
,"TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/02/2023, RUSSIE,ESSENCE,100 000 KM,2015,AUTOMATIQUE,2.5
,"TOYOTA
COROLLA
1.6",TOYOTA,COROLLA, 17/02/2023, RUSSIE,ESSENCE,128 000 KM,2016,AUTOMATIQUE,1.6
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 17/02/2023, RUSSIE,ESSENCE,234 000 KM,1995,MANUELLE,
"

                              655 €  ","LADA
21099
1.5",LADA,21099, 18/02/2023, RUSSIE,ESSENCE,228 000 KM,2001,MANUELLE,1.5
"

                              2 470 €  ","LADA
PRIORA
1.6",LADA,PRIORA, 18/02/2023, RUSSIE,ESSENCE,190 000 KM,2011,MANUELLE,1.6
"

                              6 846 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,85 750 KM,2017,MANUELLE,
"

                              1 764 €  ","LADA
SAMARA
1.6",LADA,SAMARA, 18/02/2023, RUSSIE,ESSENCE,175 000 KM,2010,MANUELLE,1.6
,"LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,49 315 KM,2018,MANUELLE,
"

                              6 805 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,65 383 KM,2018,MANUELLE,
,"LADA
GRANTA
1.6",LADA,GRANTA, 18/02/2023, RUSSIE,ESSENCE,120 000 KM,2019,MANUELLE,1.6
"

                              1 613 €  ","LADA
2110
1.6",LADA,2110, 18/02/2023, RUSSIE,ESSENCE,180 000 KM,2006,MANUELLE,1.6
"

                              2 722 €  ","LADA
2110
1.5",LADA,2110, 18/02/2023, RUSSIE,ESSENCE,198 552 KM,2003,MANUELLE,1.5
"

                              1 704 €  ","LADA
2110
1.6",LADA,2110, 18/02/2023, RUSSIE,ESSENCE,200 000 KM,2006,MANUELLE,1.6
"

                              9 079 €  ","LADA
XRAY
1.6",LADA,XRAY, 18/02/2023, RUSSIE,ESSENCE,128 000 KM,2018,MANUELLE,1.6
"

                              8 570 €  ","LADA
VESTA
1.6",LADA,VESTA, 18/02/2023, RUSSIE,ESSENCE,80 000 KM,2019,MANUELLE,1.6
"

                              8 973 €  ","LADA
LARGUS
1.6",LADA,LARGUS, 18/02/2023, RUSSIE,ESSENCE,36 700 KM,2018,MANUELLE,1.6
"

                              7 057 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,69 523 KM,2019,MANUELLE,
"

                              1 512 €  ","LADA
2112
1.5",LADA,2112, 18/02/2023, RUSSIE,ESSENCE,180 000 KM,2004,MANUELLE,1.5
,"LADA
SAMARA
1.6",LADA,SAMARA, 18/02/2023, RUSSIE,ESSENCE,200 000 KM,2006,MANUELLE,1.6
,"LADA
SAMARA
1.5",LADA,SAMARA, 18/02/2023, RUSSIE,ESSENCE,130 793 KM,2006,MANUELLE,1.5
"

                              9 074 €  ","LADA
NIVA
1.7",LADA,NIVA, 18/02/2023, RUSSIE,ESSENCE,35 000 KM,2021,MANUELLE,1.7
"

                              9 527 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,25 000 KM,2020,MANUELLE,
"

                              10 586 €  ","LADA
LARGUS
1.6",LADA,LARGUS, 18/02/2023, RUSSIE,ESSENCE,153 000 KM,2019,MANUELLE,1.6
,"LADA
21099
1.5",LADA,21099, 18/02/2023, RUSSIE,ESSENCE,200 000 KM,1995,MANUELLE,1.5
,"LADA
GRANTA
1.6",LADA,GRANTA, 18/02/2023, RUSSIE,ESSENCE,197 000 KM,2013,AUTOMATIQUE,1.6
,"LADA
2111
1.5",LADA,2111, 18/02/2023, RUSSIE,ESSENCE,100 000 KM,1999,MANUELLE,1.5
,"LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,77 085 KM,2016,MANUELLE,
"

                              5 545 €  ","LADA
LARGUS
1.6",LADA,LARGUS, 18/02/2023, RUSSIE,ESSENCE,195 000 KM,2013,MANUELLE,1.6
"

                              5 545 €  ","LADA
PRIORA
1.6",LADA,PRIORA, 18/02/2023, RUSSIE,ESSENCE,119 600 KM,2012,MANUELLE,1.6
"

                              34 581 €  ","TOYOTA
RAV4
2.0",TOYOTA,RAV4, 18/02/2023, RUSSIE,ESSENCE,28 000 KM,2021,AUTOMATIQUE,2.0
,"LADA
SAMARA
1.5",LADA,SAMARA, 18/02/2023, RUSSIE,ESSENCE,258 000 KM,2006,MANUELLE,1.5
,"LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,140 000 KM,2012,MANUELLE,
,"LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,133 000 KM,2003,MANUELLE,
"

                              5 293 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,64 128 KM,2017,MANUELLE,
"

                              11 090 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,30 000 KM,1982,MANUELLE,
"

                              16 333 €  ","LADA
XRAY
1.6",LADA,XRAY, 18/02/2023, RUSSIE,ESSENCE,15 000 KM,2022,AUTOMATIQUE,1.6
,"LADA
VESTA
1.6",LADA,VESTA, 18/02/2023, RUSSIE,ESSENCE,41 000 KM,2020,AUTOMATIQUE,1.6
,"LADA
XRAY
1.8",LADA,XRAY, 18/02/2023, RUSSIE,ESSENCE,62 000 KM,2018,MANUELLE,1.8
"

                              16 635 €  ","LADA
VESTA
1.6",LADA,VESTA, 18/02/2023, RUSSIE,ESSENCE,19 100 KM,2020,MANUELLE,1.6
,"LADA
VESTA
1.6",LADA,VESTA, 18/02/2023, RUSSIE,ESSENCE,25 000 KM,2021,MANUELLE,1.6
,"LADA
2105",LADA,2105, 18/02/2023, RUSSIE,ESSENCE,2 116 KM,1983,MANUELLE,
"

                              3 025 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,200 000 KM,1997,MANUELLE,
,"LADA
1111",LADA,1111, 18/02/2023, RUSSIE,ESSENCE,48 548 KM,2001,MANUELLE,
"

                              8 570 €  ","LADA
GRANTA
1.6",LADA,GRANTA, 18/02/2023, RUSSIE,ESSENCE,38 500 KM,2021,MANUELLE,1.6
,"LADA
SAMARA
1.5",LADA,SAMARA, 18/02/2023, RUSSIE,ESSENCE,50 750 KM,2003,MANUELLE,1.5
,"LADA
GRANTA
1.6",LADA,GRANTA, 18/02/2023, RUSSIE,ESSENCE,138 000 KM,2012,MANUELLE,1.6
"

                              4 285 €  ","LADA
4X4",LADA,4X4, 18/02/2023, RUSSIE,ESSENCE,96 000 KM,2013,MANUELLE,
